"RPT_DIR", "LATENCY", "LOGIC_AREA", "LOGIC_LUTS", "LOGIC_REGS", "LOGIC_TA", "LOGIC_TA_LAT", "LOGIC_TIME__ACTUAL_PERIOD", "LOGIC_TIME__ACTUAL_SPEED"
"RPT", 9, 437, 437, 246, 345, 328, 6.601000, 151
